id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1975,Chainlink,LINK,chainlink,1713,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,15,,,,2024-04-08T13:31:00.000Z,18.611851001537644,342554536.41434515,66.7686,0.32463945,4.64631372,0.50529825,-7.04457179,0.65544506,36.18583175,10927017173.074419,0.4061,18611851001.54,,2024-04-08T13:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-04-08 15:32:30.753688
1,Bitcoin,BTC,bitcoin,10961,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19676875.0,19676875.0,False,,1,,,,2024-04-08T13:33:00.000Z,72139.15599140439,34206520389.548603,73.9558,-0.16974444,4.02216482,2.99207552,5.18119243,61.40534044,54.38390016,1419473155048.3652,52.6813,1514922275819.49,,2024-04-08T13:33:00.000Z,,,,,,2024-04-08 15:34:11.530545
1027,Ethereum,ETH,ethereum,8745,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120070542.58459328,120070542.58459328,True,,2,,,,2024-04-08T13:32:00.000Z,3659.5338925092447,16222403467.74997,79.1636,0.59519768,7.42344589,2.71245631,-6.85127238,51.36423741,60.72588557,439402220080.2937,16.3015,439402220080.29,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
825,Tether USDt,USDT,tether,81720,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106901267934.99915,110942615136.6704,True,,3,,,,2024-04-08T13:32:00.000Z,0.9996153613509883,63942120070.900635,54.3207,0.00326622,-0.06371045,-0.08130875,-0.26741273,-0.00811229,-0.08559843,106860149575.72299,3.9644,110899942319.07,,2024-04-08T13:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-08 15:34:11.530545
1839,BNB,BNB,bnb,2133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149534927.7584231,149534927.7584231,False,,4,,,,2024-04-08T13:32:00.000Z,593.7292276664188,1711911723.5940933,29.6904,-0.19141607,1.01290056,0.23824623,21.7822127,87.26371029,96.120464,88783257167.16226,3.2938,88783257167.16,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,445573823.0794391,573503009.1296376,True,,5,,,,2024-04-08T13:32:00.000Z,181.993333530057,2645421694.697833,34.2481,0.10035773,0.46508444,-7.77800984,24.36892441,78.72216299,80.85464401,81091465395.95897,3.0084,104373724421.02,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
52,XRP,XRP,xrp,1287,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,6,,,,2024-04-08T13:33:00.000Z,0.6086639011837445,1596262184.1412492,90.2749,0.14812778,1.86190179,-0.86304636,-2.46190095,18.82675429,8.06405771,33507890867.228764,1.2431,60866390118.37,,2024-04-08T13:33:00.000Z,,,,,,2024-04-08 15:34:11.530545
3408,USDC,USDC,usd-coin,18009,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32665921952.271847,32665921952.271847,False,,7,,,,2024-04-08T13:32:00.000Z,0.9999006069342082,7357553056.4668665,77.2359,-0.01227758,-0.00654515,-0.04701059,-0.00697798,0.00048959,-0.01831049,32662675186.142097,1.2118,32662675186.14,,2024-04-08T13:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-08 15:34:11.530545
74,Dogecoin,DOGE,dogecoin,947,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143801336383.7052,143801336383.7052,True,,8,,,,2024-04-08T13:33:00.000Z,0.20457452969488574,2537402237.8766255,19.0619,-0.73153572,3.83715834,-2.78294746,22.67346574,156.19935245,160.71460425,29418090760.19255,1.0918,29418090760.19,,2024-04-08T13:33:00.000Z,,,,,,2024-04-08 15:34:11.530545
2010,Cardano,ADA,cardano,1127,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35603023412.316,36771024607.588,False,,9,,,,2024-04-08T13:32:00.000Z,0.607649618543418,431079574.3430073,60.9241,0.02309917,2.41479493,-3.28911612,-17.29452122,15.60539533,17.34944504,21634163595.4862,0.8026,27344232834.45,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
11419,Toncoin,TON,toncoin,264,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470641925.394965,5105070117.740744,True,,10,3414166606.0,19935360557.138783,,2024-04-08T13:32:00.000Z,5.839012226909111,253613541.3747067,91.0166,-0.97351027,8.18058175,8.72757313,101.53099959,182.33722458,164.29088527,20265120637.60458,0.7527,29808566836.72,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
5805,Avalanche,AVAX,avalanche,702,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377887589.732393,436577229.732393,False,,11,,,,2024-04-08T13:32:00.000Z,50.135734281067094,487738685.2411362,16.5845,-0.15017283,3.06046572,-5.45381571,15.97308361,42.11202469,39.1964624,18945671786.936153,0.7029,35884587587.8,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
5994,Shiba Inu,SHIB,shiba-inu,787,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-08T13:32:00.000Z,2.8858350792225323e-05,761632707.3943307,41.5841,-0.29949183,1.8836779,-0.5653257,-16.62485177,215.01415554,210.47619165,17005920535.376415,0.6309,17012981471.94,,2024-04-08T13:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-08 15:34:11.530545
1831,Bitcoin Cash,BCH,bitcoin-cash,873,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19688853.125,19688853.125,False,,13,,,,2024-04-08T13:32:00.000Z,694.142366070106,844411025.2510092,4.9735,-0.93802551,1.15016705,5.02434565,60.0696726,186.29940342,180.33508078,13666867093.394302,0.507,14576989687.47,,2024-04-08T13:32:00.000Z,,,,,,2024-04-08 15:34:11.530545
6636,Polkadot,DOT,polkadot-new,729,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1431145706.8641112,1431145706.8641112,True,,14,,,,2024-04-08T13:33:00.000Z,9.028192376113713,241827936.19795346,46.0221,0.92825452,4.13777691,-2.8394442,-16.11238967,31.25845304,25.17683718,12920658759.81844,0.4793,12920658759.82,,2024-04-08T13:33:00.000Z,,,,,,2024-04-08 15:34:11.530545
1975,Chainlink,LINK,chainlink,1713,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,15,,,,2024-04-08T13:32:00.000Z,18.613678376756827,343538133.57408416,67.2475,0.34166716,4.66612678,0.5282283,-7.05009522,0.68834144,36.12448746,10928090025.011608,0.4054,18613678376.76,,2024-04-08T13:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-04-08 15:34:11.530545
1,Bitcoin,BTC,bitcoin,10961,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19676875.0,19676875.0,False,,1,,,,2024-04-08T13:35:00.000Z,71972.21457479084,34236876439.075672,74.2652,-0.31734665,3.8032624,3.00499165,4.95189403,61.00974038,54.03362778,1416188269661.3374,52.5594,1511416506070.61,,2024-04-08T13:35:00.000Z,,,,,,2024-04-08 15:35:51.966153
1027,Ethereum,ETH,ethereum,8745,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120070542.58459328,120070542.58459328,True,,2,,,,2024-04-08T13:34:00.000Z,3655.4716292360836,16230174065.186615,79.2623,0.50594207,7.33115733,2.72044811,-6.96751164,51.24905293,60.49709292,438914461924.96375,16.2834,438914461924.96,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
825,Tether USDt,USDT,tether,81720,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106901267934.99915,110942615136.6704,True,,3,,,,2024-04-08T13:34:00.000Z,0.9998753090566349,63966876139.1863,54.3529,0.00297308,-0.03476265,-0.06518675,-0.24553566,0.02295804,-0.06301826,106887938315.0534,3.9655,110928781597.33,,2024-04-08T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-08 15:35:51.966153
1839,BNB,BNB,bnb,2133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149534927.7584231,149534927.7584231,False,,4,,,,2024-04-08T13:34:00.000Z,593.8451868761305,1712453006.773509,29.7452,-0.08783785,1.12685084,0.36270607,21.79102212,87.41247804,95.97169168,88800597119.20943,3.2944,88800597119.21,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,445573823.0794391,573503009.1296376,True,,5,,,,2024-04-08T13:34:00.000Z,181.91808233661604,2648654963.871012,34.3958,0.17803942,0.51328575,-7.76454209,24.29899741,78.64499212,80.62354857,81057935434.0062,3.0072,104330567635.14,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
52,XRP,XRP,xrp,1287,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,6,,,,2024-04-08T13:35:00.000Z,0.6086486517666078,1599153101.714972,90.7442,0.100298,1.90188861,-0.78665829,-2.52948844,18.89808622,7.89770547,33507051363.18686,1.2431,60864865176.66,,2024-04-08T13:35:00.000Z,,,,,,2024-04-08 15:35:51.966153
3408,USDC,USDC,usd-coin,18009,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32665921952.271847,32665921952.271847,False,,7,,,,2024-04-08T13:34:00.000Z,1.0001523696554262,7357697849.199207,77.2481,-0.00844392,0.02390419,-0.03221315,0.01608615,0.02988952,0.00865782,32670899247.54389,1.2121,32670899247.54,,2024-04-08T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-08 15:35:51.966153
74,Dogecoin,DOGE,dogecoin,947,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143801336383.7052,143801336383.7052,True,,8,,,,2024-04-08T13:35:00.000Z,0.20430171409156964,2537976705.978806,19.0984,-0.60855889,3.74280121,-2.74450228,22.23352782,156.01793434,159.27691355,29378859511.84937,1.0903,29378859511.85,,2024-04-08T13:35:00.000Z,,,,,,2024-04-08 15:35:51.966153
2010,Cardano,ADA,cardano,1127,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35603023412.316,36771024607.588,False,,9,,,,2024-04-08T13:34:00.000Z,0.6074738395946814,431344783.0906458,61.0137,0.05821791,2.45327027,-3.28446596,-17.35338821,15.84600157,17.16876394,21627905333.458935,0.8024,27336322781.76,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
11419,Toncoin,TON,toncoin,264,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470641925.394965,5105070117.740744,True,,10,3414166606.0,19942885714.548683,,2024-04-08T13:34:00.000Z,5.841216324798381,253721759.13557982,91.1227,-0.87569528,8.23369619,8.86814523,101.69193558,182.60180786,163.83517089,20272770272.146755,0.7524,29819818910.99,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
5805,Avalanche,AVAX,avalanche,702,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377887589.732393,436577229.732393,False,,11,,,,2024-04-08T13:34:00.000Z,50.14615459674325,487942978.6103647,16.7518,0.01934156,3.19681166,-5.58189771,16.02007922,42.31539177,39.19924252,18949609494.91127,0.703,35892045915.39,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
5994,Shiba Inu,SHIB,shiba-inu,787,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-08T13:34:00.000Z,2.882595917646342e-05,762010459.9274539,41.6191,-0.24344267,1.8962874,-0.70079788,-16.77150102,215.09361373,209.68239525,16986832499.208813,0.6302,16993885510.33,,2024-04-08T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-08 15:35:51.966153
1831,Bitcoin Cash,BCH,bitcoin-cash,873,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19688853.125,19688853.125,False,,13,,,,2024-04-08T13:34:00.000Z,693.6602921914678,844459625.825101,4.988,-0.93862484,1.22462981,5.20318761,59.84749465,186.36972412,179.85576798,13657375611.602392,0.5067,14566866136.02,,2024-04-08T13:34:00.000Z,,,,,,2024-04-08 15:35:51.966153
6636,Polkadot,DOT,polkadot-new,729,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1431145706.8641112,1431145706.8641112,True,,14,,,,2024-04-08T13:35:00.000Z,9.019025511049984,241940419.0785049,46.1797,0.81100096,4.10861186,-2.94596305,-16.28668592,31.21066392,24.77550996,12907539640.237082,0.4789,12907539640.24,,2024-04-08T13:35:00.000Z,,,,,,2024-04-08 15:35:51.966153
1975,Chainlink,LINK,chainlink,1713,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,15,,,,2024-04-08T13:34:00.000Z,18.599760221206605,343726105.9749908,67.3115,0.36943589,4.68323547,0.43928292,-7.13977637,0.84134931,35.87478906,10919918676.299314,0.4051,18599760221.21,,2024-04-08T13:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-04-08 15:35:51.966153
1,Bitcoin,BTC,bitcoin,10961,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19676875.0,19676875.0,False,,1,,,,2024-04-08T13:37:00.000Z,71841.97806191065,34261555505.52491,74.3945,-0.43838009,3.67389094,2.69956653,4.76023703,60.66708064,53.61141184,1413625622076.958,52.4643,1508681539300.12,,2024-04-08T13:37:00.000Z,,,,,,2024-04-08 15:37:32.653190
1027,Ethereum,ETH,ethereum,8745,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120070542.58459328,120070542.58459328,True,,2,,,,2024-04-08T13:36:00.000Z,3644.038817086571,16265213456.512163,79.5491,0.15069284,7.10393611,2.36535627,-7.31654079,50.80154696,60.30981334,437541717966.90405,16.2325,437541717966.9,,2024-04-08T13:36:00.000Z,,,,,,2024-04-08 15:37:32.653190
825,Tether USDt,USDT,tether,81720,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106901267934.99915,110942615136.6704,True,,3,,,,2024-04-08T13:35:00.000Z,0.9996860344142713,64022893425.81015,54.5509,0.0023025,-0.04786059,-0.03905318,-0.27404568,0.01074043,-0.09489008,106867704615.7968,3.9647,110907782973.53,,2024-04-08T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-08 15:37:32.653190
1839,BNB,BNB,bnb,2133,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149534927.7584231,149534927.7584231,False,,4,,,,2024-04-08T13:36:00.000Z,593.0873589980405,1713988693.0337243,29.9301,-0.19628847,1.0255367,0.19709921,21.61581303,87.17867106,95.75690373,88687275382.20592,3.2902,88687275382.21,,2024-04-08T13:36:00.000Z,,,,,,2024-04-08 15:37:32.653190
